series_title,genres,author,sales_point,description,publisher,pub_date,cover_url,link,original_title,mood_kor,mood_eng
해 뜨는 집,코미디/힐링,정석찬 (지은이),1185,"해범은 성호와 아이의 일상에 서서히 스며든다. 처음에는 그저 ‘도와주고 싶다’라는 마음이었지만, 시간이 흐를수록 ‘함께하고 싶다’라는 마음이 점점 깊어진다. 그러던 어느 날, 빱빱이가 119에 실려가는 일이 벌어진다. 성호는 누군가와 함께 위기를 마주한다는 것이 얼마나 큰 위안이 되는지 처음으로 깨닫는다.",유어마나(거북이북스),2026-03-27,https://image.aladin.co.kr/product/38959/47/coversum/k922137313_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=389594787,총 5권 포함 (대표작: 해 뜨는 집 3),따뜻하고 포근한 힐링,warm and cozy healing
연애혁명,로맨스,232(이삼이) (지은이),1178,"자림과 다시 만날 생각이 없다던 주영이지만, 냉정한 말과는 달리 자림이 계속 신경 쓰인다. 잘 지내길 바랐는데 매일같이 자신을 붙잡고, 남들한테 욕을 듣는 자림을 못내 끊어내지 못한 주영은 자림과 다시 만나게 된다.",영컴(YOUNG COM),2024-02-28,https://image.aladin.co.kr/product/32922/89/coversum/k972936935_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=329228915,총 24권 포함 (대표작: 연애혁명 32),밝고 화사한 로맨스,bright and pastel romance
우리 길드 아이돌,음악/스포츠,꼬보 (지은이),1165,"살면서 누구나 한 번쯤은 해본다는 게임 ‘디어 데인’. 게임 속 1위 길드 &lt;햇살&gt;의 길드 마스터 챠루에게는 누구도 모르는 비밀이 하나 있다. 바로 진짜 챠루가 아니라는 것. 남동생 도진의 계정을 빌려 도진인 척하며 활동하던 아진은 어느 순간 돌이킬 수 없을 정도로 게임에 깊이 빠져들고, 길드를 위해 내린 선택들이 사람들의 오해를 낳으며 결국 길드는 해체되고 마는데…",네이버웹툰,2026-06-10,https://image.aladin.co.kr/product/39117/29/coversum/k382137351_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391172975,"총 3권 포함 (대표작: 우리 길드 아이돌 1 - 초판 한정 작가 친필 사인(인쇄본), 포토카드 2종)",따뜻하고 포근한 힐링,warm and cozy healing
묵향 다크레이디,"무협/사극, 판타지","구깃 (지은이), 전동조 (원작), 이재헌 (각색)",1155,"다른 차원의 세계로 떨어져 무공을 잃고 힘없는 소녀 다크가 된 묵향은 골드 드래곤의 가호를 받고 무공을 회복한 후, 크라레스의 공작이 되어 제국전쟁에서 큰 공을 세우며 대공으로 승작한다. 휴전 협정 6년 후, 강국이 된 크라레스는 코린트와 전면전에 돌입하고, 코린트는 첩자의 활약으로 크라레스를 약 올리며 연승을 거둔다.",학산문화사(만화),2026-04-23,https://image.aladin.co.kr/product/39135/12/coversum/k532137651_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=391351284,총 2권 포함 (대표작: 묵향 다크레이디 18),화려하고 우아한 판타지,elegant and ornate fantasy
시절인연,드라마/성장,썸머 (지은이),1140,그때 난 그 남자의 생각을 해도 해도 너무 많이 해서 어떤 날에는 그와 나를 구분하는 것도 어려웠다.,문페이스,2026-05-21,https://image.aladin.co.kr/product/39028/30/coversum/k382137742_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=390283074,총 4권 포함 (대표작: 시절인연 1부 (1~3) 세트 한정판 - 전3권 - 표지 일러스트 포토카드 3종 + 작가 친필 사인 인쇄지 3종 + 패키지 박스 + 아크릴 누들 스토퍼 + 아크릴 키링 + 의뢰인 설문지 2종 + 명함 + 엽서 2종 + 스티커 + 명장면 나레이션 책갈피 3종),화려하고 우아한 판타지,elegant and ornate fantasy
바른연애 길잡이,로맨스,남수 (지은이),1126,목표를 향해 반짝이는 사람들을 보며 바름은 자신의 진로에 대해 곰곰이 생각하게 된다. 매일매일 계획을 세우고 실천하지만 아직도 모든 것이 막연하기만 한 바름. 이것저것 많은 경험을 해보라는 하남의 조언을 따르자니 선택지도 너무나 많고 수강료는 또 왜 이렇게 비싼 건지!,영컴(YOUNG COM),2021-04-07,https://image.aladin.co.kr/product/26805/42/coversum/k272730991_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=268054208,총 2권 포함 (대표작: 바른연애 길잡이 9),따뜻하고 포근한 힐링,warm and cozy healing
악당의 아빠를 꼬셔라,드라마/성장,"비아 (지은이), 달슬 (원작)",1126,"갑자기 일어난 버스사고. 눈을 떠보니 흰 눈처럼 하얀 피부, 솜사탕같이 달콤해 보이는 연분홍색 머리카락, 그리고 투명한 하늘색 눈동자의 미인이 되어 있었다. 분명히 낯설어야 할 이곳이, 기묘하게도 많이 들어본 것처럼 익숙했는데…….",파인툰,2025-04-11,https://image.aladin.co.kr/product/35041/14/coversum/k582934983_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=350411476,총 13권 포함 (대표작: 악당의 아빠를 꼬셔라 12),밝고 화사한 로맨스,bright and pastel romance
동인녀의 감정,드라마/성장,"사나다 츠즈루 (지은이), 선정우 (옮긴이)",1125,"자신밖에 쓰는 사람이 없는 마이너 커플링이지만, 애정을 담아 즐겁게 글을 쓰는 나나세. 하지만 감상이 없는 것은 솔직히 신경이 쓰인다. 마찬가지로 마이너 커플링을 파는 오케케 님은 어떨까…. 아니, 엄청나게 감상을 받잖아?! 혹시 내 책… 재미가 없는 건 아닐까? 꺼져 가는 의욕에 물을 끼얹듯 원고를 담아 둔 컴퓨터까지 고장나는데….",길찾기,2025-09-15,https://image.aladin.co.kr/product/37093/40/coversum/k572030157_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=370934076,총 1권 포함 (대표작: 동인녀의 감정 1 : 동인판),밝고 화사한 로맨스,bright and pastel romance
밥 먹고 갈래요?,코미디/힐링,오묘 (지은이),1103,"오묘 작가 신작 네이버 웹툰 《밥 먹고 갈래요?》의 단행본. 평범했을 수도 있었을 사랑이야기에 ‘음식’이라는 조미료를 쳐줌으로써 훨씬 더 신선하게 다가왔으며, 변함없이 감성을 자극하는 그림체, 따뜻한 색채들이 많은 독자들의 취향을 저격하고 있다.",재미주의,2020-01-16,https://image.aladin.co.kr/product/14946/69/coversum/8901224615_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=149466966,총 2권 포함 (대표작: 밥 먹고 갈래요? 3 - 우리집에서),빈티지하고 고전적인 화풍,vintage and retro style
사실은 내가 진짜였다,드라마/성장,"유운 (지은이), 삼월 (원작)",1100,"아빠에게 사랑받기 위해 철저하게 자신을 억누르며 살아온 키이라. 어느 날 자신이 유일한 친딸이라 주장하는 코제트가 나타나고, 키이라는 가짜라는 죄목으로 처형당하고 만다. 생의 마지막 순간, 코제트는 키이라의 귀에 “사실은 네가 진짜였단다""라는 말을 속삭이는데….",연담,2026-04-29,https://image.aladin.co.kr/product/38600/87/coversum/k652136473_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=386008723,총 3권 포함 (대표작: 사실은 내가 진짜였다 8 - 완결),밝고 화사한 로맨스,bright and pastel romance
다정한 그대를 지키는 방법,판타지,"김지의 (지은이), 마약젤리 (원작), 하운드 (각색)",1100,"가짜 성녀 요제피나의 몰락과 함께 마침내 제국의 유일한 성녀로 거듭난 레티샤. 하지만 평화도 잠시, 모든 비극의 배후였던 르히르가 황녀 데이나를 시해하려 하며 본색을 드러낸다. 그러나 레티샤의 헌신으로 죽음의 문턱에서 돌아와 각성한 데이나를 필두로, 흩어져 있던 새로운 날개들이 레티샤를 지키기 위해 속속 결집하며 오히려 르히르를 벼랑 끝으로 몰아넣는다.",TYCHE(티케),2026-04-15,https://image.aladin.co.kr/product/39067/85/coversum/k472137859_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=390678538,총 2권 포함 (대표작: 다정한 그대를 지키는 방법 9 - 만화),화려하고 우아한 판타지,elegant and ornate fantasy
"앨리스, 앨리스",드라마/성장,이공공구 (지은이),1097,"사랑과 이별, 죽음과 재회. 가장 보편적이기에 가슴을 허물고 마는 이야기다. 개인 창작 활동으로 이름을 알려온 이공공구 작가가 사랑과 죽음, 재회까지를 그린 『앨리스, 앨리스』가 출간됐다.",문학동네,2024-10-25,https://image.aladin.co.kr/product/35005/56/coversum/k022934880_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=350055627,"총 1권 포함 (대표작: 앨리스, 앨리스)",밝고 화사한 로맨스,bright and pastel romance
스케치,드라마/성장,도삭 (지은이),1093,웹툰 플랫폼 피너툰의 2022년 총결산 어워드 대상을 수상한 최상위권 인기 웹툰 『스케치』 시즌2의 대미를 장식하는 『시즌2 SYMPATHY B풀패키지』가 출간됐다. 이번 풀패키지는 오리지널 일러스트 굿즈를 역대급으로 꽉꽉 눌러담았다.,대원씨아이(만화),2024-04-30,https://image.aladin.co.kr/product/33861/7/coversum/k412930400_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=338610746,총 3권 포함 (대표작: 스케치 시즌 2 :  B 풀패키지 SYMPATHY - 전2권 (완결) - 19금 양면 포토카드 2종 + 엔딩 아크릴스탠드 + 이경X주빈 캔 배지 5피스 세트 + 해피니스 랜티큘러 세트 + 오리지널 일러스트 인생두컷 + 포토카드 10종 세트 + 굿즈 박스 + 북케이스),따뜻하고 포근한 힐링,warm and cozy healing
꽃철을 달리다,음악/스포츠,"아오미 루이 (지은이), 김서은 (옮긴이)",1088,"뭘 해도 구제 불능 취급을 받는 사츠키. 하루하루 인생에 염증을 느끼던 어느 날, 엉뚱한 일을 계기로 반짝반짝 긍정적인 아이돌 미나미에게 「아이돌이 되자!!」라는 말과 함께 어째서인지 강요받게 되는데…?",서울미디어코믹스(서울문화사),2025-09-30,https://image.aladin.co.kr/product/37155/16/coversum/k052031572_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=371551633,총 1권 포함 (대표작: 꽃철을 달리다),밝고 화사한 로맨스,bright and pastel romance
동트는 로맨스,"로맨스, 드라마/성장",유월 (지은이),1068,"청춘들의 러브스토리를 유쾌하게 풀어낸《동트는 로맨스》단행본이 마침내 출간된다. 이번 1, 2권에는 웹툰 시즌 1의 20화 분량이 담긴다. 오직 단행본에서만 확인할 수 있는 캐릭터 비하인드와 미공개 보너스 만화도 수록된다.",유어마나(거북이북스),2021-12-06,https://image.aladin.co.kr/product/28446/14/coversum/896607409x_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=284461490,총 1권 포함 (대표작: 동트는 로맨스 2),밝고 화사한 로맨스,bright and pastel romance
북검전기,스릴러/범죄,"해민 (지은이), 우각 (원작)",1040,"비월 청인에게 쌍면의 수라 조운경의 실체를 추적해 달라고 부탁한 진무원. 그러나 조운경에게 발각된 비월 청인의 목숨이 경각에 달리자 그를 구하기 위해 직접 나선다. 한편, 운중천 총관 관대승은 북천사주 연천화를 물리치고 명예를 회복한 진무원을 향해 본격적으로 검은 야욕을 드러내는데...! 절대 위기를 타개할 진무원의 결단은 과연?!",서울미디어코믹스(서울문화사),2026-03-26,https://image.aladin.co.kr/product/38886/16/coversum/k442137402_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388861656,총 7권 포함 (대표작: 북검전기 10),따뜻하고 포근한 힐링,warm and cozy healing
내가 태어날 때까지,드라마/성장,난다 (지은이),1037,"『어쿠스틱 라이프』의 난다 작가의 첫 장편으로, 임신부터 출산까지의 시간을 그린 만화이다. 2013년 여성커뮤니티 [마이클럽]에서 연재된 작품으로, 여성 독자들의 뜨거운 성원을 받으며 당시 누적 조회 수 100만을 기록하였다.",문학동네,2020-08-26,https://image.aladin.co.kr/product/25037/80/coversum/8954674275_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=250378003,총 1권 포함 (대표작: 내가 태어날 때까지),화려하고 우아한 판타지,elegant and ornate fantasy
킬러 배드로,스릴러/범죄,"김정현 (지은이), 임리나 (그림)",1015,정체를 숨긴 배드로가 데드 아일랜드 D급 킬러 테스트에 뛰어들며 사도 타대오까지 등장해 시험의 진짜 목적이 드러난다. 회춘한 킬러의 복수 서사와 화려한 작화로 사랑받은 〈킬러 배드로〉 단행본은 해외 한정판 완판을 기록하며 글로벌 인기를 입증했다.,네이버웹툰,2026-01-08,https://image.aladin.co.kr/product/37836/16/coversum/k122033708_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=378361604,총 4권 포함 (대표작: 킬러 배드로 6),따뜻하고 포근한 힐링,warm and cozy healing
혼자를 기르는 법,코미디/힐링,김정연 (지은이),1008,"서울에서 혼자 살아가는 20대 사회초년생 여성의 삶을 가감없이 그려낸 김정연 만화 『혼자를 기르는 법』 특별판. 8평 남짓한 원룸에서 햄스터와 함께 생활하는 20대 사회초년생 ‘이시다’의 일상을 그린 작품으로,  젊은 세대의 삶을 색다른 시선으로 그려냈다.",창비,2022-06-15,https://image.aladin.co.kr/product/29562/93/coversum/8936479563_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=295629354,총 1권 포함 (대표작: 혼자를 기르는 법 1~2 세트 - 전2권 (어나더 커버 특별판) - 완결),역동적인 액션,dynamic and colorful action
엘프의 짝짓기,"판타지, 공포/호러",포푸리 (지은이),1000,"인간을 증오하는 S급 엘프 헌터 나오스. 여느 때와 같이 혼자 던전을 돌파하던 중, 서큐버스의 '음란마귀' 저주에 당하게 된다. 저주에 의한 상태이상을 해제할 수 있는 건 상태창을 보는 스킬이 있는 엘프 힐러 파냐뿐! 그런데, 상태창에 뜬 미션이 뭔가 이상하다?!",재담,2025-04-28,https://image.aladin.co.kr/product/36487/64/coversum/k002039016_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=364876410,총 3권 포함 (대표작: 엘프의 짝짓기 1),빈티지하고 고전적인 화풍,vintage and retro style
나노마신,드라마/성장,"한중월야 (지은이), 금강불괴 (그림), 현절무 (각색)",1000,면벽 수련을 명받은 천여운. 벽면이 부서져 발견한 동굴을 따라가 보니 의문의 석봉과 수많은 야광주가 그를 맞이하는데…. 기나긴 세월을 잠든 기연이 지금 천여운에 의해 깨어난다!,문페이스,2026-02-24,https://image.aladin.co.kr/product/38578/63/coversum/k262135151_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=385786321,총 1권 포함 (대표작: 나노마신 5),역동적인 액션,dynamic and colorful action
시한부인 줄 알았어요!,"로맨스, 판타지","에시 (지은이), 최아리 (원작), 혜용 (각색)",985,"블랑셰 공작가의 구박데기 공녀, 라리에트. 가족의 천대에서 벗어나 홀로 자유로운 여행을 떠나고 ‘괴물 공작’ 아스라한 칸델을 만나 계약 연애를 시작한다. 죽음 앞에서 나눈 첫사랑의 달콤한 맛! 과연 라리에트의 운명은 어디로 향하게 될까?",서울미디어코믹스(서울문화사),2026-03-27,https://image.aladin.co.kr/product/38895/12/coversum/k352137608_1.jpg,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=388951280,총 2권 포함 (대표작: 시한부인 줄 알았어요! 5),화려하고 우아한 판타지,elegant and ornate fantasy
