title,genres,overview,keywords,director,cast,runtime,popularity,vote_average,vote_count,release_date,poster_url,movie_id
카메라를 멈추면 안 돼!,"공포/호러, 코미디/힐링","음산한 기운의 창고 안, 좀비 영화를 찍는 촬영 현장. 원하는 결과물이 나오지 않자 격해진 감독과 배우들은 쉬는 시간을 갖는다. 그 순간, 어디선가 등장한 ‘진짜’ 좀비 떼들이 사람들을 하나둘씩 죽이기 시작하고 현장은 아수라장이 되는데! 이 모든 사건의 전말이 궁금한 당신, 카메라를 멈추면 안 돼!","cinema on cinema, film in film, zombie, filmmaking, making of",우에다 신이치로,"하마츠 타카유키, 秋山ゆずき, 長屋和彰",96,2.7202,7.625,977,2017-11-04,https://image.tmdb.org/t/p/w500/jioHvUiUYxPrIHzmHLQtvEh5EVB.jpg,513434
퍼펙트 스트레인저,드라마/성장,"서로 오래 알고지낸 30대 커플 세 쌍과 그들의 싱글 친구가 저녁식사 파티를 위해 만났다. 그들은 그 저녁동안 서로 사적인 전화나 메세지로 그 시간을 방해하지 않기로 약속한다. 대신 그들은 아무 것도 숨길 것이 없다는 허세로 합의하여 그들의 핸드폰을 식탁위에 올려 놓고 파티동안 받게 되는 문자나 이메일, 전화는 모두에게 공개하기로 한다. 또한 전화를 건 사람에게 스피커폰으로 이야기하고 있다는 것을 알리는 것은 반칙으로 정한다. 곧 비밀 프로젝트, 교외지역의 관계자, 그리고 온라인 만남 등이 드러나는데…","friendship, jealousy, husband wife relationship, italian, italy",Paolo Genovese,"Giuseppe Battiston, Anna Foglietta, Marco Giallini",97,2.72,7.855,4631,2016-02-11,https://image.tmdb.org/t/p/w500/sm9yF75C2S3YDTGqFruJHYXhG8P.jpg,381341
사운드 오브 메탈,"드라마/성장, 음악/스포츠","메탈 드러머 루빈은 청력을 잃는다. 의사가 상태가 더 나빠질 것이라 말하자, 루빈은 음악 활동과 인생이 끝났다고 생각한다. 여자 친구 루는 한때 중독자였던 루빈을 청각장애인들을 위한 재활 시설에 입원시키며 재발을 막고 새로운 삶에 적응하는 데 도움을 줄 거라 희망한다. 모두가 루빈을 있는 그대로 환영하고 받아들여주자, 루빈은 자신의 새로운 현실과 전에 살던 삶 사이에서 선택해야 한다.","deaf, missouri, drums, heavy metal, addiction",다리어스 마더,"리즈 아메드, 올리비아 쿡, 폴 레이시",121,2.7072,7.7,2834,2020-11-20,https://image.tmdb.org/t/p/w500/hPfgxYwTB7hRdmlwnl04LdZJWlx.jpg,502033
1900년,"무협/사극, 드라마/성장","1차 대전이 일어나기 전인 1901년, 이탈리아의 작은 마을에서는 두 아이가 태어난다. 같은 날에 태어난 지주의 아들 알프레도와 소작농의 아들 올모는 서로 너무 다른 환경에 속하지만, 라이벌이자 가장 친한 친구로 함께 자란다. 하지만 알프레도의 아버지가 가업을 이어받으면서 지주와 소작농들 사이의 갈등은 심화되고, 알프레도와 올모도 점점 서로 대립하기 시작한다. 알프레도와 올모의 얽히고설킨 삶을 통해 이탈리아 현대사를 꿰뚫고 있는 베르나르도 베르톨루치의 대작으로, 사랑과 질투, 계급 갈등과 역사적 고난이 웅장한 화면에 펼쳐지는 감동적인 서사극이다. 러닝 타임이 5시간이 넘어 미국 개봉 당시 축약본으로 상영되는 수모를 겪기도 했다.","italy, resistance, fascism, peasant, world war ii",베르나르도 베르톨루치,"로버트 드 니로, 제라르 드파르디외, Dominique Sanda",317,2.6953,7.8,677,1976-08-28,https://image.tmdb.org/t/p/w500/5VOYbc5ZinBkwiUqePIc396pSI0.jpg,3870
살인의 해부,"스릴러/범죄, 드라마/성장","변호사 폴은 아내를 심하게 폭행하고 겁탈한 바텐더를 살해했다는 혐의로 체포된 미 육군 중위 벤의 변호를 맡게 된다. 검찰은 벤의 아내가 바텐더와 불륜의 관계를 맺고 있었으며 이를 질투한 벤이 바텐더를 살해한 것이라고 주장한다. 한편 폴과 그의 조수 아더는 지난 사건을 조사하던 중, 부인을 폭행하려 했던 남자를 살해하고도 '억제할 수 없는 충동'이라는 이유로 무죄로 풀려난 사람이 있었음을 밝혀내는데...","adultery, jealousy, rape, based on novel or book, court case",Otto Preminger,"제임스 스튜어트, Lee Remick, 벤 가자라",161,2.6893,7.829,1157,1959-07-01,https://image.tmdb.org/t/p/w500/b2G1QSAwtBv9luhEwErIgSRaU92.jpg,93
런던 프라이드,"코미디/힐링, 드라마/성장","1984년, 영국의 마가렛 대처 집권 당시 석탄노조가 장기 파업에 들어서며 정부와 대립한다.  이러한 상황을 지켜보던 마크(벤 슈네처)는 친구들과 함께 광부들을 위한 모금운동을 벌인다.  하지만 게이 레즈비언이라는 이유로 광부노조에서 후원을 거절하자,  그들은 웨일즈의 작은 탄광마을에 직접 연락해 광부들과 그들의 가족을 만나기로 한다.  광부들은 낯선 게이 레즈비언들에 대한 거부감을 내비치지만 옥신각신하며 점차 마음을 확인하기 시작하는데…","wales, london, england, based on true story, lgbt, 1980s",Matthew Warchus,"조지 맥케이, 벤 슈네처, 프레디 폭스",120,2.6843,7.685,1406,2014-09-12,https://image.tmdb.org/t/p/w500/5UXopqb1JlzECySLWFYjLWFbkg9.jpg,234200
배드 지니어스,"스릴러/범죄, 코미디/힐링",긴급 뉴스! “올해 시험을 주관하는 STIC 협회가 부정행위를 발각해 큰 논란이 있었습니다.  몇몇 아시아 국가에서 시험지가 유출됐다는…”  천재소녀 ‘린’이 설계한 완벽한 답안지  모두가 원하는 그녀의 답안지로 전세계를 속여라!  시차를 이용한 완벽한 계획  거금이 걸린 천재의 위험한 신종(?) 학업 비즈니스가 시작된다!,"australia, school friend, high school, cheating, thailand",나타읏 푼피리야,"ชุติมณฑน์ จึงเจริญสุขยิ่ง, ชานน สันตินธรกุล, อิษยา ฮอสุวรรณ",130,2.6542,7.861,850,2017-05-03,https://image.tmdb.org/t/p/w500/njzAkSzjgR2deAWqm4Q6t5k3N6u.jpg,455714
아무르,"로맨스, 드라마/성장","행복하고 평화로운 노후를 보내던 음악가 출신의 노부부 조르주와 안느. 어느 날 아내 안느가 갑자기 마비 증세를 일으키면서 그들의 삶은 하루아침에 달라진다. 남편 조르주는 반신불수가 된 아내를 헌신적으로 돌보지만, 하루가 다르게 몸과 마음이 병들어가는 아내를 바라보면서 그는 선택의 기로에 놓이게 되는데…","daughter, nurse, music teacher, married couple, piano lessons",미하엘 하네케,"장루이 트랭티냥, 엠마누엘 리바, 이자벨 위페르",127,2.6519,7.755,1776,2012-09-20,https://image.tmdb.org/t/p/w500/6kF7qbl8BEstv1AexT4zbGMmVgj.jpg,86837
안녕하세요,"코미디/힐링, 드라마/성장","오밀조밀 모여 서로가 서로에 대해 훤히 알고 지내는 마을에서 이웃들간에 사소한 여러 가지 일들이 벌어진다. 접촉이 많으니 만큼 별 것 아닌 마찰도 많고 서로에 대한 구설수도 많다. 보수적인 이웃사람들로부터 문제아로 손가락질받는 신세대 부부는 텔레비젼을 갖고 있고, 그래서 그 집에는 동네 아이들이 항상 들끓는다. 어른들은 아이들이 신세대 부부와 접촉하는 것을 못마땅해 하며 눈살을 찌푸린다. 그 집에 모이는 아이들 중에는 미노루와 이사무 형제도 끼어 있는데, 부모에게 텔레비젼을 사달라고 조른다. 부모는 안된다고 딱 잘라 말하지만, 어린 두 꼬마는 묵비권을 행사하며 불만을 표시한다. 가족들에게는 물론 이웃 어른에게나 학교 선생님에게까지도 계속되는 침묵의 시위는 많은 문제를 야기시킨다. 아침인사를 먼저 건낸 이웃집 아주머니는 아이들의 묵묵부답이 부모가 시켜서 일부러 모른 척하는 것이 아닐까 하는 오해를 하게 되고, 이것은 이웃간의 불화를 조장하는 하나의 시발점이 된다.","japan, parent child relationship, brotherhood, protest, inflation",오즈 야스지로,"사다 케이지, 久我美子, 류 치슈",93,2.6482,7.7,311,1959-05-12,https://image.tmdb.org/t/p/w500/cN1PAHmkVAL5FvrYAOUUwMTD0SI.jpg,28276
극장판 기븐,"로맨스, 드라마/성장","고등학생 우에노야마 리츠카는 사토 마후유의 노랫소리에 충격을 받아 나카야마 하루키, 카지 아키히코와 함께 활동하는 밴드에 보컬로 마후유를 영입한다. 마후유 영입 후 첫 공연을 성공시키면서 밴드 '기븐'의 활동을 시작하려는 와중에 마후유를 향한 마음을 자각한 리츠카는 그와 사귀기 시작한다. 한편, 하루키는 오랫동안 품고 있던 아키히코에 대한 호감이 커져만 가고 아키히코는 동거인인 바이올리니스트 우게츠와 관계를 계속 유지하려 하는데... 하루키와 아키히코, 우게츠의 사랑이 스크린에서 삐걱대며 움직인다!","high school, love triangle, bisexuality, slice of life, tragedy",山口ひかる,"에구치 타쿠야, 나카자와 마사토모, 야노 쇼고",60,2.6271,8.2,417,2020-08-22,https://image.tmdb.org/t/p/w500/tVP1DjnljT1it6cAnn353cdVXDe.jpg,632632
포가튼 러브,"로맨스, 드라마/성장",한때 저명한 의사였으나 가족과 기억을 모두 잃어버린 남자. 잊힌 과거 속 인물과의 재회를 통해 구원의 기회를 얻는다.,"based on novel or book, new identity, surgeon, memory loss, father daughter reunion",Michał Gazda,"Leszek Lichota, Maria Kowalska, Ignacy Liss",140,2.6182,7.808,357,2023-09-26,https://image.tmdb.org/t/p/w500/fEA2roeQTXxI5q84xyPITzdkFs0.jpg,1081676
중앙역,드라마/성장,"글을 모르는 사람들을 대신해 편지를 써주는 것으로 생계를 이어가는 초로의 전직 여교사 도라는 어느 날 안나와 그 아들의 부탁을 받는다. 아버지에게 보낼 편지를 써달라는 부탁을 받고 도라가 잠시 역을 나선 순간 안나가 그만 차에 치여 사망한다. 도라는 갑자기 엄마를 잃은 아이를 어쩌지 못해 아이의 아버지를 찾기 위한 여행을 떠난다. 베를린영화제에서 최우수 작품상과 여우주연상을 받은 작품으로, 월터 살레스는 도라와 아이의 여정을 통해 브라질의 현실을 보여준다. 원주민들의 모습, 순례와 축제, 황량하고 마른 땅과 한없이 뻗은 신작로 등 브라질의 풍광을 배경으로 영화는 도라와 아이 사이에 싹트는 인간에 대한 사랑을 전달한다. 살레스는 반문맹인 여성 장기수와 저명한 조각가 사이에 오랜 세월 주고받은 편지를 기초로 만든 자신의 다큐멘터리 <또다른 어떤 곳의 삶>에서 <중앙역>의 아이디어를 떠올렸고 아이 역을 맡은 배우는 리우 공항에서 구두닦이를 하던 소년이었다.","rio de janeiro, letter, wilderness, teacher, orphan",월터 살레스,"페르난다 몬테네그루, Vinícius de Oliveira, 마릴리아 배",111,2.6162,8.131,1045,1998-04-03,https://image.tmdb.org/t/p/w500/qfyWFhUhqeNRU9HmCaBDAxVKRZ9.jpg,666
우리 생애 최고의 해,"로맨스, 드라마/성장","프레드와 호머는 제2차 세계대전 참전 용사들로 전쟁이 끝나고 귀향하는 길에 만나 친구가 된다. 그들은 집에 돌아간다는 기쁨에 들뜨면서도 한편으로 가족과 사회에 적응해야 한다는 두려움에 사로잡힌다. 또한 항공모함의 화재로 두 손을 잃고 불구가 된 호모는 사랑하는 애인과 가족이 자기의 이런 모습을 어떻게 받아들일지 초조해한다. 고향으로 돌아온 첫날, 세 사람은 호머의 삼촌이 경영하는 술집에서 우연히 다시 만나 즐거운 한 때를 보내고 술에 만취한 프레드는 알의 집에까지 가서 자게 된다. 그 다음날 아침, 아내와 반가운 재회를 한 프레드는 그녀와의 새 삶을 꿈꾼다. 프레드는 나이트 클럽에 다니고 있는 아내를 설득해 일을 그만두게 하고 자신이 일을 구해보려 하지만 생각과는 달리 쉽게 취직을 하지 못해 고민한다. 한편, 호머는 가족들이 자신을 정상인으로 바라보지 않고 동정어린 시선으로 바라본다고 생각하며 가족을 피해 겉돈다. 또한 사랑하는 윌마를 회피하고 그녀를 떠나보내려고 한다.","post-traumatic stress disorder (ptsd), war veteran, world war ii, bodily disabled person, rehabilitation",윌리엄 와일러,"다나 앤드류스, Fredric March, Harold Russell",171,2.6139,7.761,739,1946-12-25,https://image.tmdb.org/t/p/w500/gd5EoAU4MM57sW3vlWxJ0NMM8cV.jpg,887
용기와 구원,드라마/성장,"작은 도시에서 경찰로 근무하는 미첼은 9살의 딸과 한창 사춘기에 접어든 십대 아들을 둔 평범한 가장이다. 늘 긴장과 위험이 함께하는 업무에 지친데다 원래 보수적이고 무뚝뚝한 성격인 그는 아이들에게도 그리 자상한 아빠가 되어주지는 못한다. 미첼의 파트너 셰인은 이혼 후 아이들의 양육비를 대는 것만도 버거운 생활을 하지만, 미첼과 가장 가까운 동료로 서로의 고민을 나눈다. 애틀랜타에서 새로 부임한 헤이스는 1년차 신참 톰슨과 파트너가 된다. 헤이스는 소도시에서 아이들을 안전하게 키우고 싶어 그곳으로 왔고, 같은 팀인 미첼, 셰인과도 가까워진다. 한편 건설 노동자였던 하비는 실직 후 일자리가 없어 좌절하던 중 우연히 미첼의 집 수리 일을 맡게 되면서 용기와 희망을 얻는다.","husband wife relationship, police, funeral, faith, prayer",Alex Kendrick,"Ken Bevel, Alex Kendrick, Kevin Downes",129,2.593,7.624,407,2011-09-30,https://image.tmdb.org/t/p/w500/hVRkbZRCoHtnfi0V9GFZ3uXjCNp.jpg,72213
"미라큘러스 월드: 상하이, 레이디 드레곤의 전설","판타지, 액션",방학을 맞은 마리네뜨는 아드리앙을 만나기 위해 상하이로 향한다.  그러나 도착한 후 마리네뜨는 레이디버그로 변신할 수 있는 능력을 포함하여 그녀의 모든 것을 잃어버리게 된다!,"kung fu, shanghai, china, superhero, kids",Thomas Astruc,"Anouck Hautbois, Geneviève Doang, Benjamin Bollen",54,2.5885,7.9,688,2021-05-15,https://image.tmdb.org/t/p/w500/19Jdd4BTk38rruxoi05JxstFIda.jpg,726684
레오파드,드라마/성장,"통일 전쟁이 한창인 이탈리아, 가리발디가 이끄는 혁명군이 시칠리아에 상륙하자 유서 깊은 귀족 가문의 공작 살리나는 동요하는 가족을 달랜다. 그 와중에 귀족 신분으로 혁명군에 가담한 조카가 전쟁 영웅이 되어 고향으로 돌아오고 살리나는 조카를 마을 시장의 딸인 안젤리카와 결혼시키려 하는데... 19세기 주세페 가리발디가 이탈리아를 통일했던 시기의 시칠리아를 배경으로 쇠락해가는 귀족들의 모습을 오페라처럼 그려낸 웅장하고 우아한 시대극. 버트 랭카스터, 알랭 들롱의 탁월한 연기와 귀족들의 화려한 의상, 고급스런 실내장식 등 미장센에 대한 치밀한 연출이 돋보이는 이 작품은 시칠리아 3부작의 마지막 작품으로 1963년 칸 영화제에서 황금종려상을 받았다.","plan, civil war, sicily, italy, praise, pastor",루키노 비스콘티,"버트 랭커스터, 클라우디아 카르디날레, 알랭 들롱",186,2.5858,7.719,949,1963-03-27,https://image.tmdb.org/t/p/w500/oWOxb6FhkVXaUTt5pO2CQ6crvig.jpg,1040
석양의 갱들,드라마/성장,"좀도둑질을 일삼는 무식하고 가난한 후안은 꾀를 내어 지나가는 역마차에 탄다. 부자들이나 타는 역마차에 동승한 그는 지주, 공증인, 성직자, 아델리타, 미국인 남자로부터 짐승 취급을 당한다. 그러나 마차의 길목에서 지키고 있던 후안의 패거리들은 마차를 탈취하고, 후안은 자기가 당했던 모욕을 고스란히 되돌려준다. 후안은 우연히 아일랜드 폭탄전문가 존 맬로리를 만나 다이너마이트의 위력을 알게 되고, 존을 자기의 계획에 끌어들이기 위해 애 쓰는데….","mexico, robbery, rape, prisoner, liberation of prisoners",세르조 레오네,"Rod Steiger, 제임스 코번, Romolo Valli",157,2.575,7.677,1172,1971-10-29,https://image.tmdb.org/t/p/w500/qTdmSJPOW3ts04BrBRTwieA3BY9.jpg,336
신극장판 은혼: 요시와라 대염상,"액션, SF/미래","해결사 사무소를 운영하는 ‘사카타 긴토키’. 어느 날, 그는 소매치기로 생계를 이어가던 고아 소년 ‘세이타’를 만나게 된다. ‘세이타’의 소원은 단 하나. 어릴 적 헤어진 어머니 ‘히노와’를 다시 만나는 것. 하지만 ‘히노와’가 있는 곳은 야왕 ‘호우센’이 군림하는 지상의 법이 통하지 않는 지하도시 요시와라 도원향. ‘세이타’의 간절한 소원을 외면할 수 없었던 ‘긴토키’와 해결사 일행은 요시와라에 발을 들인다. 그 선택은 도시를 뒤흔드는 거대한 충돌로 번지는데…","samurai, based on manga, shounen, anime",安藤尚也,"스기타 토모카즈, 사카구치 다이스케, 쿠기미야 리에",0,2.5506,0.0,0,2026-02-13,https://image.tmdb.org/t/p/w500/mVtUatYLMj30v8Gpv5dYfE2p2XT.jpg,1530941
커즌스,"로맨스, 코미디/힐링","루카스는 조용한 시골 마을에서 종교에 신실한 이모 루르드와 함께 살고 있다. 늘 거실에서 마을 사람들과 종교적인 만남을 가지고, 건반을 치며 노래를 부르는 이모를 돕는다. 조용하고 평범한 일상은 사촌 마리오가 도착하며 깨지기 시작한다. 사촌간에 현실적인 충돌은 특이한 상황을 초래하고, 두 사람은 예상치 못한 관계로 발전되는데...","coming out, small town, cousin, coming of age, catholic",Mauro Carvalho,"Thiago Cazado, Paulo Sousa, Juliana Zancanaro",83,2.5381,7.696,357,2019-12-10,https://image.tmdb.org/t/p/w500/QcodabOq0uG0anrzPjlqwusr5Q.jpg,613868
극장판 원피스 스탬피드,"판타지, 액션","루피를 비롯한 밀짚모자 일당과 해적들은 축제꾼 ‘부에나 페스타’의 초대장을 받고 20년 만에 부활한 세계 최고의 축제 해적 박람회에 모여든다. 해적왕 로저가 남긴 전설의 보물을 찾기 위한 해적들의 보물 쟁탈전이 시작되고, ‘괴물의 후계자’라 불린 사나이 ‘더글라스 불릿’이 난입해 밀짚모자 일당 앞을 가로막는다. 해적들과 해군, 칠무해, 혁명군까지 가세해 ‘불릿’과 유례없는 대전투가 벌어지고, 보물 쟁탈전과 해적 박람회는 한 치 앞도 예측할 수 없는 혼란 속으로 빠져드는데...","pirate, super power, shounen, anime, adventure",大塚隆史,"타나카 마유미, 나카이 카즈야, 오카무라 아케미",101,2.5354,7.78,645,2019-01-03,https://image.tmdb.org/t/p/w500/nAThMRphPiMfKIp6OSF8vIGhLLT.jpg,568012
미키의 크리스마스 캐롤,"코미디/힐링, 드라마/성장",디킨스의 크리스마스 고전 소설을 개작한 애니메이션,"cartoon, anthropomorphism, cartoon mouse, ghost, cartoon dog",Burny Mattinson,"Alan Young, Wayne Allwine, 클래런스 내시",25,2.5272,7.66,981,1983-10-19,https://image.tmdb.org/t/p/w500/aTePDXH9g7C6pDmZsSQbAuYnOOK.jpg,14813
두 여인,드라마/성장,"남편을 잃은 체시라는 딸 로제타를 홀로 키운다. 2차 대전 중 연합군의 폭격을 피해 체시라는 딸과 함께 로마를 떠나 고향으로 피난을 간다. 고향에서 만난 파시즘에 반대하는 젊은 지식인인 미켈레는 모녀에게 연민을 느끼고, 로제타는 그를 마치 아버지처럼 믿고 따른다. 얼마 후, 미켈레는 철수하는 독일군에게 끌려가게 되고 모녀는 로마의 집으로 돌아가기로 하는데...","rape, rome, italy, parent child relationship, italy, widow",비토리오 데 시카,"소피아 로렌, Eleonora Brown, 장폴 벨몽도",100,2.5195,7.823,576,1960-12-22,https://image.tmdb.org/t/p/w500/buRUWPGW4ICCsbvOxLQfEYSq4WA.jpg,24167
허슬러,"로맨스, 드라마/성장","도박 당구 내기꾼인 에디('Fast' Eddie Felson: 폴 뉴먼 분)는 후견인 찰리(Charlie Burns: 마이론 맥코믹 분)와 함께 당구 도박으로 떠돌이 생활을 한다. 그러다 미네소타 팻(Minnesota Fats: 잭키 글리슨 분)과 큰 판을 벌이지만 가진 돈을 다 날리고 만다. 돈을 잃었다는 사실보다 그와의 시합에서 졌다는 사실에 실망한 에디는 찰리와 헤어져 도시를 방황하다 버스 터미널에서 우연히 사라 패커드(Sarah Packard: 파이퍼 로리 분)라는 여성을 만나 동거하게 된다. 사라는 어려서 소아마비에 걸린 뒤 집안에서 따돌림을 당하고 아버지가 부쳐주는 돈으로 혼자 살아가는 알콜중독자이다. 그러나 맑은 영혼을 가진 그녀는 에디에게 사랑을 느끼고 그가 도박으로 영혼까지 타락하는 것을 막으려고 노력한다. 하지만 미네소타 팻과 다시 대결하고픈 에디는 버트라는 도박꾼의 꾐에 빠져 다시 내기 당구 도박판에 뛰어든다. 한편 에디 옆에 사라가 있는 것이 못마땅한 버트는 그녀를 에디에게서 떼어놓기 위해 그녀의 신체적 결함을 지적해 온갖 수모를 준다. 그럼에도 불구하고 그녀는 진정으로 사랑하는 에디가 타락하는 것을 막기 위해 노력하나 결국 자살하고 만다. 에디는 자신을 붙잡으려고 노력하는 사라에게 그 역시 진실한 사랑을 느끼고 있었으나, 그 사실을 그녀의 사망 후에 깨닫는다. 에디는 사라를 생각하며 미네소타 팻과의 대결에서 이기고 진정한 당구 실력자임을 인정받는다.","new york city, suicide, based on novel or book, sports, gambling",로버트 로센,"폴 뉴먼, Jackie Gleason, Piper Laurie",134,2.5004,7.669,1083,1961-09-25,https://image.tmdb.org/t/p/w500/snItsSViawjaadW9mlWUmGwR41R.jpg,990
제인의 말로,"스릴러/범죄, 공포/호러","베이비 제인 허드슨은 어린 시절 보드빌 쇼의 유명한 스타였지만 성장한 후에는 배우로서 재능을 인정받지 못한다. 대배우로 성공한 언니 블랜치의 그늘 아래서 술과 향락으로 매일을 보내고 있을 뿐이다. 그러던 어느 날 술 취한 제인과 블랜치가 함께 자동차에 타고 있다 사고가 난다. 블랜치는 다리를 다쳐 반신불수가 되고, 제인은 불만과 질시 속에서도 어쩔 수 없이 언니를 돌보며 살게 된다. 세월이 흐른 후, 블랜치는 알콜중독으로 편집증 상태가 된 제인을 병원으로 보내려 하는데, 이 사실을 안 제인은 온갖 수단으로 블랜치를 학대한다. 제인은 헌신적인 가정부 엘비라를 우발적으로 죽이게 되자 어찌할 바를 모르고 혼란에 빠진다.","beach, sibling relationship, based on novel or book, insanity, wheelchair",로버트 알드리치,"베티 데이비스, 조앤 크로포드, Victor Buono",135,2.4992,7.903,1156,1962-10-31,https://image.tmdb.org/t/p/w500/msGYzyWwtjAaA3DScdgmvJ5MReG.jpg,10242
카쉬미르의 소녀,"액션, 코미디/힐링","독실한 힌두교 신자인 파반은 어머니를 잃어버린 다섯 살짜리 벙어리 파키스탄 소녀를 돌보고 있다. 어머니를 찾기 위한 파반과 소녀의 여정은 펀자브와 라자스탄, 올드 델리와 카쉬미르 지역까지 이어진다. 그리고 종교와 국경을 초월한 사랑의 무한한 힘을 보여준다.","religion, journey, lost child",Kabir Khan,"Salman Khan, Harshaali Malthotra, Nawazuddin Siddiqui",159,2.4992,7.8,543,2015-07-17,https://image.tmdb.org/t/p/w500/vhlliI7HZZlWfo5d6CiyfBAGLrW.jpg,348892
킬링,"스릴러/범죄, 드라마/성장","전과자 자니 클레이는 샌프란시스코 경마장 강도 계획을 세우고 동료들을 모은다. 치밀한 준비 끝에 드디어 실행의 시간이 왔지만, 계획이 성공했다고 생각한 순간 예상하지 않았던 상황이 그들을 기다리고 있다. 라이오넬 화이트의 원작을 스탠리 큐브릭이 치밀하게 영화화한 걸작. 소설에서는 흔히 사용되어 왔던, 동시에 일어나는 사건을 시간을 반복해 순서대로 묘사하는 테크닉을 스크린에 옮겨 놓았으며, 범행 장면의 다이내믹한 연출 역시 놓칠 수 없는 부분이다.","sniper, adultery, robbery, husband wife relationship, corruption",스탠리 큐브릭,"스털링 헤이든, Coleen Gray, Vince Edwards",85,2.4914,7.6,1705,1956-06-06,https://image.tmdb.org/t/p/w500/A6VzUPcADZGYdGHlVdWvpMNDF5d.jpg,247
천국으로 가는 계단,"로맨스, 판타지","제2차 세계 대전이 끝날 무렵, 영국의 폭격기 조종사인 피터는 추락하는 비행기 속에서 죽음을 맞을 위기에 처한다. 죽음을 앞둔 피터는 지상에 있는 미국인 여성 무선사 준과 마지막 대화를 하게 되고 그녀의 목소리에서 사랑을 느끼지만 비행기에서 맨몸으로 뛰어내리는 선택을 한다. 하지만 피터가 정신을 차렸을 때 그는 무사히 생명을 건진 상태, 약간의 뇌 손상 외에는 별탈이 없다. 게다가 우연히 준과 마주쳐 사랑에 빠지기까지 한다.  하지만 두 사람의 사랑에는 문제가 있었다. 피터는 살아서는 안 되는 운명이었기 때문이다. 그가 살아난 것은 천국의 실수였고 이 사실이 알려지면서 천국에서는 비상이 걸린다. 천국의 사자는 사고를 수습하기 위해 급파되는데..","court case, england, angel, world war ii, supernatural",Emeric Pressburger,"David Niven, 킴 헌터, Roger Livesey",104,2.491,7.759,467,1946-12-15,https://image.tmdb.org/t/p/w500/H74LWKnhOeIFSk9gNjBcPjIov3.jpg,28162
"내 어깨 위 고양이, 밥","코미디/힐링, 드라마/성장","아무런 희망도 미래도 없는 버스킹 뮤지션 제임스는 길거리에서 상처 입은 고양이 밥을 우연히 발견한다. 자신과 같은 처지인 고양이 밥을 위해 생활비를 모두 쏟아 치료해준 후, 여느 날처럼 거리 버스킹 공연을 시작한 제임스는 평소와 다른 분위기를 눈치채게 된다. 어느샌가 고양이 밥이 제임스 옆자리를 지키고 있었던 것. 평생 한번도 받아보지 못했던 사람들의 따뜻한 환호 속에 제임스는 고양이 밥과 함께 버스킹 공연을 이어나간다. 우연한 만남을 통해 인생의 두번째 기회를 맞이하게 된 제임스와 밥의 버스킹 프로젝트가 계속 되던 중, 이들을 시기한 사람들의 방해로 인해 둘은 인생의 또 다른 시련에 맞닥뜨리게 되는데…","based on novel or book, cat, drug addiction, human animal relationship, biography",로저 스포티스우드,"Luke Treadaway, 루타 게드민터스, 조앤 프로갯",103,2.4896,7.885,1549,2016-11-04,https://image.tmdb.org/t/p/w500/6JhPq0dd28kJSS86WuFdF3fq4tY.jpg,404378
세 가지 색: 블루,드라마/성장,"정적만이 가득한 시골길, 가족들과 함께 피크닉을 가던 줄리는 예기치 않은 교통 사고로 유명한 작곡가인 남편 파트리스와 다섯 살 난 딸 안나를 잃는다. 한 순간 사랑했던 모든 것을 잃은 줄리는 가족과 함께 했던 공간과 흔적들, 심지어 남편이 쓰다만 곡까지 버리곤 모든 것을 뒤로한 채 떠난다. 타인과의 소통을 거부하고 세상과도 단절해 버린 채 고독한 나날들을 보내던 줄리는 어느 날 우연히, 남편의 동료이자 자신을 줄곧 사랑해 왔던 남자 올리비에가 남편의 유작을 완성시키려 한다는 사실과 남편에게 숨겨 둔 애인이 있었음을 알게 되는데...","france, paris, france, composer, pain, to compose",크쥐시토프 키에슬로프스키,"쥘리에트 비노쉬, Benoît Régent, Florence Pernel",98,2.4845,7.63,1890,1993-09-08,https://image.tmdb.org/t/p/w500/iQHTErDlaS8iM5QUrhgcsTSPRwq.jpg,108
